"edge_id","source_id","target_id","edge_weight","edge_type","strength","created_dt"
11500,5599,5603,0.680,transfers_to,medium,2023-03-20
1039,364,576,0.740,transfers_to,strong,2023-09-10
20289,9895,9853,0.760,transfers_to,strong,2023-06-09
1508,596,664,0.720,transfers_to,strong,2023-12-10
5933,2879,3290,0.840,controls,strong,2024-05-27
9624,4701,4692,0.570,transfers_to,medium,2024-01-05
3588,1716,1734,0.650,recruited,medium,2023-03-24
10093,4882,4915,0.880,transfers_to,strong,2023-08-27
8951,4291,4559,0.630,recruited,medium,2024-01-25
7075,3447,3573,0.610,recruited,medium,2024-04-27
17740,8665,8986,0.780,owns,strong,2023-03-05
7544,3666,4042,0.920,owns,strong,2023-01-19
835,101,830,0.500,uses,medium,2023-03-31
15660,7714,7774,0.590,recruited,medium,2023-09-14
6606,3110,3202,0.370,transfers_to,weak,2023-05-14
1977,872,1054,0.610,recruited,medium,2023-06-07
9420,4600,5028,0.840,controls,strong,2024-04-14
4526,2164,2128,0.630,transfers_to,medium,2023-07-13
18209,8650,9409,0.500,uses,medium,2024-02-12
4995,1928,2483,0.590,launders_to,medium,2023-11-21
6871,2712,2773,0.450,introduced,medium,2023-07-31
19147,9441,9591,0.650,recruited,medium,2023-07-14
12642,6197,6571,0.910,owns,strong,2023-09-28
5464,2579,2821,0.670,recruited,medium,2023-09-08
4322,2038,2468,0.770,controls,strong,2024-01-27
13580,6245,6708,0.600,launders_to,medium,2023-12-16
13111,6379,6592,0.440,transfers_to,medium,2024-03-23
19616,9517,10060,0.790,owns,strong,2023-02-15
4791,2266,2308,0.580,transfers_to,medium,2023-03-19
2446,894,1523,0.920,owns,strong,2024-05-03
10562,5144,5331,0.620,recruited,medium,2023-09-18
2915,1457,1412,0.460,transfers_to,medium,2024-05-06
18943,8688,9115,0.580,co_owns,medium,2024-04-23
8482,3636,4110,0.610,launders_to,medium,2023-02-08
16598,8102,8240,0.690,transfers_to,medium,2023-12-07
366,303,367,0.900,owns,strong,2023-03-22
2242,965,1319,0.870,owns,strong,2023-01-12
17067,7776,8462,0.430,launders_to,medium,2023-03-22
11031,5371,5800,0.940,owns,strong,2023-12-06
17536,8572,8782,0.450,recruited,medium,2023-07-01
16394,8019,8508,0.750,controls,strong,2023-05-11
14518,7180,7555,0.640,controls,medium,2023-05-29
20085,9886,10059,0.480,transfers_to,medium,2023-03-20
14987,7461,7277,0.680,transfers_to,medium,2023-01-10
19412,9650,9856,0.920,owns,strong,2024-04-26
11969,5200,5213,0.490,introduced,medium,2024-05-16
3384,941,1611,0.560,launders_to,medium,2023-01-16
12438,6129,6367,0.840,owns,strong,2024-04-12
16863,8228,8193,0.390,transfers_to,weak,2024-05-11
6402,2968,3199,0.390,transfers_to,weak,2023-05-29
3853,1732,1999,0.440,recruited,medium,2024-05-30
15456,7585,7663,0.680,transfers_to,medium,2024-03-04
14314,7037,7351,0.820,owns,strong,2024-01-07
20554,9659,9701,0.600,introduced,medium,2023-08-12
18005,8871,9251,0.740,controls,strong,2023-09-06
12907,6060,6823,0.450,uses,medium,2024-02-06
17332,8566,8578,0.670,recruited,medium,2023-03-14
21023,10656,5304,0.340,introduced,weak,2023-07-10
1304,555,600,0.460,transfers_to,medium,2024-03-09
10358,4455,4927,0.670,co_owns,medium,2024-04-16
11765,5773,5630,0.790,transfers_to,strong,2024-02-10
9889,4802,4948,0.430,transfers_to,medium,2023-03-27
18474,8966,9079,0.340,transfers_to,weak,2023-09-12
13376,6395,6591,0.580,transfers_to,medium,2024-01-12
12234,6015,6163,0.430,recruited,medium,2023-07-26
7340,3689,3838,0.770,owns,strong,2024-02-29
1773,125,494,0.710,co_owns,strong,2023-06-17
7809,3515,4265,0.680,uses,medium,2023-09-25
9685,4810,4878,0.520,transfers_to,medium,2023-01-26
15925,7705,8039,0.780,controls,strong,2023-11-15
10827,5167,5596,0.900,owns,strong,2023-03-09
8278,3997,4037,0.740,transfers_to,strong,2023-07-11
7136,3443,3634,0.600,recruited,medium,2023-07-20
5260,2590,2617,0.500,recruited,medium,2023-02-16
11296,5404,5992,0.580,uses,medium,2023-03-22
5729,2873,3086,0.810,owns,strong,2023-06-14
10154,4496,5047,0.420,launders_to,medium,2024-03-17
13845,6868,6882,0.620,recruited,medium,2024-05-08
8747,4299,4355,0.420,recruited,medium,2023-12-12
3180,1490,1289,0.810,transfers_to,strong,2024-03-22
5056,2462,2490,0.580,transfers_to,medium,2023-06-20
2711,1016,1709,0.650,uses,medium,2024-01-26
14783,7250,7263,0.380,transfers_to,weak,2024-04-20
6198,2983,3143,0.860,transfers_to,strong,2023-05-31
2507,1183,1584,0.720,controls,strong,2023-05-14
162,20,163,0.440,recruited,medium,2023-02-16
9216,4415,4824,0.760,owns,strong,2024-05-22
20350,9842,9838,0.890,transfers_to,strong,2024-05-23
19677,9752,10121,0.630,controls,medium,2023-02-17
19881,9518,10268,0.470,uses,medium,2023-10-03
3649,1724,1795,0.640,recruited,medium,2023-10-10
17801,8666,9047,0.710,owns,strong,2023-09-26
2976,1448,1297,0.710,transfers_to,strong,2023-12-12
631,101,632,0.750,owns,strong,2023-02-03
15252,7350,7243,0.510,transfers_to,medium,2023-05-06
1100,569,583,0.470,transfers_to,medium,2024-03-10
17128,7803,8462,0.730,launders_to,strong,2023-09-19
6667,3166,2950,0.730,transfers_to,strong,2023-02-21
18270,9181,9014,0.710,transfers_to,strong,2023-09-21
20819,10457,7845,0.460,victim_of,medium,2024-01-24
427,215,428,0.850,owns,strong,2023-04-06
4118,1896,2264,0.920,owns,strong,2023-10-31
12703,6262,6632,0.910,owns,strong,2024-02-18
15721,7713,7835,0.620,recruited,medium,2024-01-17
17597,8574,8843,0.450,recruited,medium,2023-04-03
4587,2134,2138,0.810,transfers_to,strong,2023-10-12
1569,182,688,0.460,launders_to,medium,2023-07-01
13172,6488,6548,0.560,transfers_to,medium,2023-08-02
896,287,847,0.650,uses,medium,2023-04-20
18739,8741,9276,0.460,launders_to,medium,2023-11-24
7605,3732,4103,0.800,controls,strong,2023-02-25
19208,9439,9652,0.510,recruited,medium,2023-08-08
12499,6279,6428,0.730,owns,strong,2023-06-19
10623,5149,5392,0.690,recruited,medium,2023-05-31
2038,875,1115,0.690,recruited,medium,2023-07-04
13641,6274,6757,0.640,launders_to,medium,2023-05-17
18535,9184,9120,0.450,transfers_to,medium,2023-07-25
16659,8118,8099,0.830,transfers_to,strong,2023-07-10
16190,7859,8304,0.820,owns,strong,2023-10-18
8543,4165,4224,0.710,transfers_to,strong,2023-04-19
10419,5146,5188,0.650,recruited,medium,2023-01-02
14110,6867,7147,0.400,recruited,medium,2023-01-30
8074,4085,4027,0.790,transfers_to,strong,2023-02-15
5994,2896,3351,0.710,controls,strong,2024-02-01
7870,4076,3923,0.870,transfers_to,strong,2023-10-23
11561,5626,5671,0.400,transfers_to,medium,2023-11-17
11092,5447,5861,0.660,controls,medium,2023-09-01
14579,7183,7616,0.650,controls,medium,2023-09-21
5321,2577,2678,0.500,recruited,medium,2023-12-31
3445,1628,1637,0.730,transfers_to,strong,2023-05-10
5525,2569,2882,0.610,controls,medium,2023-06-08
6463,3211,3197,0.670,transfers_to,medium,2023-11-01
13906,6867,6943,0.590,recruited,medium,2023-01-29
12030,5232,5728,0.730,co_owns,strong,2023-02-13
20146,10077,9898,0.540,transfers_to,medium,2023-10-16
3914,1714,2060,0.650,employs,medium,2023-01-30
8339,3921,3809,0.730,transfers_to,strong,2024-04-23
9481,4283,5089,0.880,controls,strong,2023-02-13
9012,4283,4620,0.630,employs,medium,2023-03-06
1365,493,547,0.730,transfers_to,strong,2024-02-29
11357,5602,5655,0.630,transfers_to,medium,2023-07-23
18066,8895,9312,0.790,controls,strong,2023-02-01
20615,9708,9788,0.650,co_owns,medium,2023-02-28
9950,4679,4951,0.760,transfers_to,strong,2024-04-16
3241,1410,1513,0.670,transfers_to,medium,2024-05-17
6932,3425,3430,0.830,recruited,strong,2024-02-26
15048,7305,7371,0.480,transfers_to,medium,2024-05-08
4383,2029,2529,0.850,controls,strong,2024-01-01
692,336,693,0.630,controls,medium,2023-01-17
15986,7734,8100,0.730,owns,strong,2024-05-19
15517,7002,6915,0.320,introduced,weak,2023-05-04
7401,3475,3899,0.730,owns,strong,2024-03-27
9277,4440,4885,0.950,owns,strong,2023-05-27
4852,2140,2335,0.560,transfers_to,medium,2023-01-05
12968,6236,6842,0.680,uses,medium,2024-01-12
2772,1517,1338,0.440,transfers_to,medium,2023-01-23
6728,2775,3303,0.670,launders_to,medium,2023-08-25
19004,9429,9448,0.590,recruited,medium,2024-04-29
1834,880,911,0.440,recruited,medium,2023-08-18
19942,9900,9958,0.570,transfers_to,medium,2023-01-14
1161,499,654,0.660,transfers_to,medium,2024-02-14
2303,1076,1380,0.740,owns,strong,2024-01-24
13437,6460,6397,0.390,transfers_to,weak,2023-11-30
17393,8571,8639,0.670,recruited,medium,2023-03-10
15782,7725,7896,0.550,recruited,medium,2023-07-12
10888,5245,5657,0.940,owns,strong,2023-08-06
16455,7939,8544,0.630,uses,medium,2024-05-26
11826,5177,5897,0.680,launders_to,medium,2023-05-04
18800,8696,9310,0.610,launders_to,medium,2023-12-23
19473,9561,9917,0.820,owns,strong,2024-04-29
5790,2639,3147,0.780,owns,strong,2023-06-12
14844,7424,7223,0.420,transfers_to,medium,2024-05-25
2099,857,1176,0.840,controls,strong,2023-08-18
16924,8378,8079,0.310,transfers_to,weak,2023-09-30
6259,3203,3105,0.890,transfers_to,strong,2023-04-07
17862,8680,9108,0.820,owns,strong,2023-07-15
19269,9438,9713,0.550,recruited,medium,2024-02-21
223,26,224,0.490,recruited,medium,2024-04-04
20411,9688,10157,0.640,launders_to,medium,2023-12-13
15313,7400,7289,0.430,transfers_to,medium,2023-01-27
16720,8244,8363,0.360,transfers_to,weak,2023-12-06
14375,6965,7412,0.940,owns,strong,2024-03-31
3710,1726,1856,0.610,recruited,medium,2023-07-14
12764,6318,6693,0.710,controls,strong,2023-06-07
19738,9740,10182,0.610,controls,medium,2023-07-18
8808,4296,4416,0.530,recruited,medium,2023-03-07
20880,10518,7947,0.230,victim_of,weak,2023-06-06
10215,5033,5099,0.680,transfers_to,medium,2023-09-16
14171,7101,7208,0.820,owns,strong,2023-03-18
12295,6017,6224,0.530,recruited,medium,2023-12-13
4179,1981,2325,0.760,owns,strong,2023-04-16
4648,2155,2248,0.770,transfers_to,strong,2023-01-29
14640,6873,7676,0.530,uses,medium,2023-08-27
9746,4824,4741,0.790,transfers_to,strong,2023-02-12
7197,3441,3695,0.570,recruited,medium,2023-03-26
10684,5137,5453,0.600,controls,medium,2023-12-07
12091,6014,6020,0.500,recruited,medium,2023-08-08
18331,9197,9200,0.600,transfers_to,medium,2024-01-03
13233,6446,6659,0.640,transfers_to,medium,2023-08-06
8135,3927,4019,0.680,transfers_to,medium,2024-02-05
9542,4496,5119,0.470,uses,medium,2023-08-21
1630,741,814,0.710,transfers_to,strong,2023-01-14
13702,6815,6420,0.830,transfers_to,strong,2023-07-24
5586,2740,2943,0.880,owns,strong,2023-06-02
12560,6070,6489,0.930,owns,strong,2024-01-08
7666,3758,4164,0.790,controls,strong,2023-04-20
11153,5457,5922,0.900,controls,strong,2023-04-16
8604,3697,3593,0.360,introduced,weak,2023-04-14
7462,3587,3960,0.840,owns,strong,2023-06-02
16251,7911,8365,0.850,owns,strong,2023-10-30
19,3,20,0.730,recruited,strong,2023-04-19
20207,9993,10080,0.880,transfers_to,strong,2023-04-30
4913,2073,2295,0.840,transfers_to,strong,2023-05-30
5117,2005,1863,0.470,introduced,medium,2023-02-05
17189,8465,8488,0.720,transfers_to,strong,2023-08-28
3506,922,940,0.340,introduced,weak,2023-07-18
2364,944,1441,0.890,owns,strong,2023-11-21
2568,1168,1645,0.780,controls,strong,2024-02-10
11622,5766,5718,0.790,transfers_to,strong,2024-01-06
17658,8565,8904,0.680,employs,medium,2024-01-31
5382,2579,2739,0.550,recruited,medium,2023-02-19
3037,1467,1380,0.890,transfers_to,strong,2023-04-08
6055,2764,3400,0.530,uses,medium,2024-02-19
957,593,480,0.740,transfers_to,strong,2023-07-19
19534,9495,9978,0.880,owns,strong,2023-12-06
488,281,489,0.740,owns,strong,2023-08-08
6524,2988,3038,0.320,transfers_to,weak,2023-03-20
18127,8873,9373,0.660,controls,medium,2024-01-25
2833,1221,1469,0.820,transfers_to,strong,2023-11-10
9073,4451,4681,0.810,owns,strong,2024-01-26
20676,10314,9704,0.460,victim_of,medium,2023-12-24
1426,430,450,0.450,transfers_to,medium,2023-04-02
16985,8080,8326,0.670,transfers_to,medium,2024-04-21
6993,3435,3491,0.490,recruited,medium,2024-03-18
15109,7309,7438,0.860,transfers_to,strong,2023-03-10
15578,6879,7376,0.510,co_owns,medium,2023-09-13
284,8,285,0.410,recruited,medium,2023-05-21
1895,868,972,0.610,recruited,medium,2024-04-16
3975,1789,2121,0.890,owns,strong,2024-04-21
13029,6445,6440,0.740,transfers_to,strong,2024-01-31
20003,9793,9957,0.760,transfers_to,strong,2023-06-15
10480,5157,5249,0.440,recruited,medium,2023-11-13
10011,4685,4751,0.430,transfers_to,medium,2023-07-02
16047,7903,8161,0.730,owns,strong,2023-03-16
14905,7304,7492,0.870,transfers_to,strong,2023-12-10
19065,9439,9509,0.480,recruited,medium,2023-08-24
4444,2002,2553,0.450,uses,medium,2024-03-15
10949,5208,5718,0.860,owns,strong,2023-11-09
12356,6008,6285,0.690,recruited,medium,2023-12-21
16516,7784,8560,0.480,uses,medium,2024-03-22
18596,9042,9083,0.540,transfers_to,medium,2024-01-02
8400,3959,3826,0.690,transfers_to,medium,2023-05-02
9807,4768,4889,0.370,transfers_to,weak,2024-02-29
13967,6870,7004,0.600,recruited,medium,2023-03-19
13498,6472,6549,0.380,transfers_to,weak,2023-04-27
5851,2611,3208,0.860,owns,strong,2024-04-26
12825,6301,6754,0.690,controls,medium,2023-09-29
14436,6920,7473,0.770,owns,strong,2023-04-17
7931,4088,4086,0.710,transfers_to,strong,2023-02-06
8869,4294,4477,0.660,recruited,medium,2023-02-24
10276,4393,4407,0.500,introduced,medium,2023-01-24
3302,1240,1271,0.660,transfers_to,medium,2023-04-02
11418,5566,5804,0.310,transfers_to,weak,2023-01-21
6320,3048,3151,0.600,transfers_to,medium,2023-01-06
7727,3428,4225,0.680,controls,medium,2023-10-10
11887,5163,5902,0.490,launders_to,medium,2024-03-16
17454,8578,8700,0.510,recruited,medium,2023-09-26
3771,1731,1917,0.520,recruited,medium,2023-03-28
10745,5253,5514,0.770,owns,strong,2023-10-03
20472,10132,10196,0.610,transfers_to,medium,2024-01-17
753,322,754,0.850,controls,strong,2024-04-19
6789,3336,3380,0.770,transfers_to,strong,2024-04-09
5178,2013,2113,0.530,co_owns,medium,2024-02-15
9338,4499,4946,0.810,owns,strong,2023-10-15
17923,8673,9169,0.750,owns,strong,2023-03-30
1222,611,403,0.440,transfers_to,medium,2023-05-06
13763,6261,6176,0.570,introduced,medium,2023-06-25
18392,8973,9041,0.360,transfers_to,weak,2023-09-10
20941,10545,5450,0.690,launders_via,medium,2023-02-12
1691,25,48,0.330,introduced,weak,2023-01-08
5647,2827,3004,0.750,owns,strong,2024-04-05
7258,3425,3756,0.720,controls,strong,2024-02-20
15374,7124,7538,0.680,launders_to,medium,2024-05-25
16312,8036,8426,0.700,controls,strong,2023-02-19
3098,1387,1228,0.630,transfers_to,medium,2023-05-31
4709,2120,2317,0.380,transfers_to,weak,2023-05-25
4240,1970,2386,0.840,owns,strong,2023-04-23
19799,9608,10243,0.590,uses,medium,2023-09-12
549,327,550,0.910,owns,strong,2023-09-22
13294,6511,6516,0.680,transfers_to,medium,2023-04-14
15843,7729,7957,0.650,recruited,medium,2023-03-31
14232,6986,7269,0.890,owns,strong,2023-07-22
3567,920,1527,0.610,co_owns,medium,2024-01-15
19330,9741,9774,0.720,owns,strong,2023-09-22
18861,9347,8957,0.690,transfers_to,medium,2024-02-23
17250,7917,7991,0.310,introduced,weak,2023-05-15
18188,8855,9401,0.420,uses,medium,2023-04-17
16781,8109,8363,0.490,transfers_to,medium,2023-08-16
2160,1111,1237,0.860,owns,strong,2023-12-07
20268,10033,9801,0.440,transfers_to,medium,2023-08-27
19126,9432,9570,0.620,recruited,medium,2024-05-11
11214,5412,5969,0.570,uses,medium,2024-04-03
8196,4096,3825,0.380,transfers_to,weak,2023-11-17
9134,4360,4742,0.860,owns,strong,2023-05-16
16577,8248,8311,0.760,transfers_to,strong,2023-07-28
80,24,81,0.620,recruited,medium,2023-08-14
2629,881,1688,0.640,uses,medium,2023-04-29
17719,8754,8965,0.830,owns,strong,2024-03-31
11010,5262,5779,0.830,owns,strong,2023-01-11
14701,6978,7693,0.540,uses,medium,2024-01-30
8665,3511,4069,0.660,co_owns,medium,2023-05-06
15170,7490,7261,0.820,transfers_to,strong,2024-02-08
17046,8266,8246,0.350,transfers_to,weak,2023-05-16
12152,6005,6081,0.450,recruited,medium,2024-03-31
11683,5522,5576,0.590,transfers_to,medium,2023-08-22
12621,6263,6550,0.710,owns,strong,2024-03-22
14497,7163,7534,0.840,controls,strong,2023-08-18
20737,10375,916,0.300,victim_of,weak,2023-10-29
6116,2689,3418,0.640,uses,medium,2024-04-21
7054,3435,3552,0.500,recruited,medium,2023-09-29
11948,5935,5591,0.690,transfers_to,medium,2023-07-28
4036,1852,2182,0.700,owns,strong,2023-03-31
6585,3135,2938,0.760,transfers_to,strong,2024-01-28
13090,6625,6366,0.860,transfers_to,strong,2024-04-20
3832,1738,1978,0.440,recruited,medium,2024-03-22
10072,4852,4838,0.480,transfers_to,medium,2023-09-02
1018,414,433,0.710,transfers_to,strong,2024-04-30
1956,873,1033,0.460,recruited,medium,2023-11-26
9868,4697,4693,0.760,transfers_to,strong,2024-04-29
18657,9174,9167,0.320,transfers_to,weak,2023-04-06
9603,4930,4724,0.500,transfers_to,medium,2023-04-04
10541,5151,5310,0.520,recruited,medium,2023-05-11
7319,3630,3817,0.860,owns,strong,2023-06-29
7523,3750,4021,0.910,owns,strong,2024-02-03
1487,585,653,0.370,transfers_to,weak,2023-03-04
7992,3790,3824,0.520,transfers_to,medium,2023-10-16
1752,119,660,0.620,co_owns,medium,2024-03-20
4974,1743,2467,0.550,launders_to,medium,2023-07-27
15639,7721,7753,0.650,recruited,medium,2023-02-12
5912,2898,3269,0.800,controls,strong,2024-04-03
4770,2149,2119,0.590,transfers_to,medium,2023-06-10
5443,2581,2800,0.400,recruited,medium,2024-05-08
4505,2358,2114,0.500,transfers_to,medium,2024-01-13
20064,10008,9800,0.580,transfers_to,medium,2024-01-02
5239,2583,2596,0.520,recruited,medium,2023-07-26
2894,1350,1340,0.670,transfers_to,medium,2023-05-08
16108,7981,8222,0.830,owns,strong,2024-04-07
3363,1151,1563,0.690,launders_to,medium,2024-05-01
19391,9526,9835,0.860,owns,strong,2024-02-26
11479,5636,5494,0.670,transfers_to,medium,2023-07-28
13559,6284,6699,0.680,launders_to,medium,2023-07-07
814,318,815,0.710,controls,strong,2024-02-23
2690,995,1703,0.410,uses,medium,2023-11-21
345,5,346,0.730,employs,strong,2023-07-29
2425,1063,1502,0.780,owns,strong,2023-09-27
20533,10227,9962,0.780,transfers_to,strong,2023-03-27
141,17,142,0.590,recruited,medium,2024-05-14
17515,8568,8761,0.520,recruited,medium,2024-01-01
19595,9644,10039,0.810,owns,strong,2023-09-05
17984,8896,9230,0.870,owns,strong,2024-02-23
17311,7931,8346,0.780,co_owns,strong,2023-02-23
14966,7278,7239,0.820,transfers_to,strong,2024-03-15
14028,6864,7065,0.590,recruited,medium,2023-09-03
1283,377,583,0.510,transfers_to,medium,2024-05-11
610,255,611,0.890,owns,strong,2023-01-19
9399,4602,5007,0.610,controls,medium,2023-07-10
8461,3619,4113,0.610,launders_to,medium,2023-08-17
15435,7537,7645,0.700,transfers_to,strong,2023-04-18
14762,7380,7407,0.800,transfers_to,strong,2023-10-04
4301,2029,2447,0.660,controls,medium,2023-08-26
8930,4299,4538,0.680,recruited,medium,2024-02-05
18453,9050,9149,0.740,transfers_to,strong,2024-01-19
12213,6002,6142,0.460,recruited,medium,2024-03-16
12886,6323,6815,0.680,controls,medium,2024-05-05
6381,3004,3141,0.670,transfers_to,medium,2023-02-25
13355,6528,6408,0.500,transfers_to,medium,2024-04-03
15231,7245,7406,0.410,transfers_to,medium,2023-10-16
10337,4458,4695,0.580,co_owns,medium,2023-07-27
12417,5994,6346,0.580,employs,medium,2024-02-01
10806,5435,5575,0.830,owns,strong,2024-03-21
12682,6100,6611,0.860,owns,strong,2023-07-03
18922,8755,8597,0.390,introduced,weak,2024-01-03
6850,2776,2790,0.540,introduced,medium,2024-04-25
8257,3910,3907,0.420,transfers_to,medium,2023-04-24
10133,4350,5053,0.750,launders_to,strong,2023-09-05
7788,3678,4260,0.580,uses,medium,2023-11-14
21002,10625,913,0.360,introduced,weak,2023-08-24
11275,5151,5985,0.700,uses,strong,2024-01-16
13151,6631,6560,0.790,transfers_to,strong,2024-03-03
2221,978,1298,0.840,owns,strong,2023-01-23
15904,7705,8018,0.610,controls,medium,2023-10-25
8726,4300,4334,0.410,recruited,medium,2024-03-01
7584,3473,4082,0.850,owns,strong,2023-06-09
16373,8032,8487,0.710,controls,strong,2023-09-18
13824,6851,6861,0.620,recruited,medium,2024-02-27
6177,3172,2948,0.370,transfers_to,weak,2024-01-14
8053,4096,3823,0.330,transfers_to,weak,2023-01-19
16842,8236,8145,0.900,transfers_to,strong,2023-07-05
19860,9597,10263,0.490,uses,medium,2023-03-28
9195,4369,4803,0.810,owns,strong,2023-01-07
5504,2590,2861,0.410,recruited,medium,2023-04-06
5708,2726,3065,0.780,owns,strong,2024-05-26
14293,6947,7330,0.780,owns,strong,2023-06-15
3628,1729,1774,0.500,recruited,medium,2023-08-12
2955,1455,1406,0.300,transfers_to,weak,2024-01-19
3159,1399,1214,0.530,transfers_to,medium,2023-05-28
